id,name,address_primary,address_secondary,lat,lng,created_at,logo_url,banner_url,avg_spend_per_customer,rating,rating_count,about_text,is_approved,source,claimed_at,place_id,phone,category,website,opening_hours,email
047c8cb8-09e9-4d68-91f2-c01191df0a3d,Mixed Grain,"1546 Bonanza St, Walnut Creek, CA 94596, USA",,37.8998336,-122.06205419999999,2026-07-18 02:53:28.927176,,,,4.5,0,"Easygoing Asian eatery offering traditional eats such as kimchi stew, seafood pancake & short ribs.",False,google_places,,ChIJicC8sOphhYARrJslVV0bpr4,(925) 938-5959,restaurant,http://www.mixedgrain.com/,"Monday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Tuesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Wednesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Thursday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Friday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Saturday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM
Sunday: 11:30 AM – 3:00 PM",
05885ea2-91c1-43bc-a543-b8620b7a910a,Nova Beauty Studio,"1339 Pine St #1A, Walnut Creek, CA 94596, USA",,37.9100494,-122.0627322,2026-07-18 03:53:23.024463,,,,5.0,0,,False,google_places,,ChIJT7yGfythhYAR1mYzcdC5dt8,(925) 437-3729,hair_care,http://nova-beautystudio.com/,"Monday: 8:00 AM – 6:00 PM
Tuesday: 8:00 AM – 6:00 PM
Wednesday: 8:00 AM – 6:00 PM
Thursday: 8:00 AM – 6:00 PM
Friday: 8:00 AM – 6:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM",
059ec863-d335-4213-bf24-5638761d3c9a,Tiki Tom's,"1535 Olympic Blvd, Walnut Creek, CA 94596, USA",,37.8960082,-122.0607479,2026-02-05 03:31:32.920347,/static/business_images/694028d2ebca4631add9370be2025f4f.jpg,/static/business_images/300b10f9f541433fac844e0b92fbfbdb.jpg,,4.3,0,Sports bar featuring Hawaiian- & Mexican-style fare plus open-mike nights & occasional live music.,False,google_places,,ChIJe-bI_sFhhYAR2ilfIlfNTG0,(925) 932-9202,bar,https://tikitoms.co/,"Monday: Closed
Tuesday: 4:00 – 11:00 PM
Wednesday: 4:00 – 11:00 PM
Thursday: 4:00 – 11:00 PM
Friday: 4:00 PM – 12:00 AM
Saturday: 4:00 PM – 12:00 AM
Sunday: 4:00 – 11:00 PM",
0621c3f5-b08c-4ee3-9122-b6682a23e375,Rooftop Restaurant & Bar,"1500 Mt Diablo Blvd #300, Walnut Creek, CA 94598, USA",,37.8974889,-122.06048559999999,2026-07-18 02:53:28.926933,,,,4.2,0,Well-heeled New American eatery & cocktail lounge with a lively rooftop terrace open rain or shine.,False,google_places,,ChIJ76Hl3MFhhYARild7CdMg_rU,(925) 300-3540,restaurant,http://www.rooftopwc.com/,"Monday: 11:30 AM – 10:00 PM
Tuesday: 11:30 AM – 10:00 PM
Wednesday: 11:30 AM – 10:00 PM
Thursday: 11:30 AM – 10:00 PM
Friday: 11:30 AM – 11:00 PM
Saturday: 10:00 AM – 11:00 PM
Sunday: 10:00 AM – 10:00 PM",
0649be30-0e43-4ced-a0d2-57c8961439aa,RJ’s Asian Fusion,"3162 Danville Blvd C, Alamo, CA 94507, USA",,37.851549999999996,-122.031976,2026-07-18 02:53:28.927744,,,,4.5,0,"Japanese, Thai & Korean flavors, from sushi to teriyaki, in a quirky eatery & bar with clubby decor.",False,google_places,,ChIJm4jWAwKLj4ARLT1yiWQND00,(925) 984-2486,chinese_restaurant,http://rjsasianfusion.com/,"Monday: 4:30 – 9:00 PM
Tuesday: 4:30 – 9:00 PM
Wednesday: 4:30 – 9:00 PM
Thursday: 4:30 – 9:00 PM
Friday: 4:30 – 9:00 PM
Saturday: 4:30 – 9:00 PM
Sunday: Closed",
06616830-bf10-4eea-9539-c3362d89c4d9,Cafe 1277,"1277 Treat Blvd #100, Walnut Creek, CA 94597, USA",,37.9269664,-122.05924720000002,2026-07-18 03:53:23.024234,,,,4.1,0,,False,google_places,,ChIJyfy2WgBhhYARrpQ_67AyuRE,(925) 300-3234,cafe,https://www.cafe1277.com/,"Monday: 7:00 AM – 3:00 PM
Tuesday: 7:00 AM – 3:00 PM
Wednesday: 7:00 AM – 3:00 PM
Thursday: 7:00 AM – 3:00 PM
Friday: 7:00 AM – 3:00 PM
Saturday: Closed
Sunday: Closed",
069de88a-61e2-467f-9327-6b95193edbed,Creekside Spa & Salon,"1377 Newell Ave #1385, Walnut Creek, CA 94596, USA",,37.8931604,-122.05638899999998,2026-07-17 19:28:30.827631,/static/logos/61fca7fcc68e49de93fb3279330772d0.jpg,/static/banners/ad0487b365ab4a90a60247ba2ff44c56.jpg,,4.3,0,,False,google_places,,ChIJfa5lRMNhhYARu04e1Q7YLR4,(925) 945-6812,spa,,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",
072167b0-537a-4336-82d5-f44944e30373,Oishi japanese restaurant,"2894 Ygnacio Valley Rd, Walnut Creek, CA 94598, USA",,37.9277501,-122.0165711,2026-07-18 02:53:28.927837,,,,3.7,0,,False,google_places,,ChIJz0zGLLJhhYARUmKFoYgq4cM,(925) 705-7692,japanese_restaurant,http://oishiwalnutcreek.com/,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:30 PM
Saturday: 11:00 AM – 9:30 PM
Sunday: 11:00 AM – 9:00 PM",
07458916-5ad6-4f4f-b563-bd3d37843bf7,La Fontaine Walnut Creek,"1375 N Broadway, Walnut Creek, CA 94596, USA",,37.8990395,-122.05990759999999,2026-07-18 02:53:28.926993,,,,4.4,0,,False,google_places,,ChIJeTt0FXBhhYARKdmF1PEAS9U,(925) 705-7019,restaurant,https://www.lafontainerestaurant.com/walnut-creek-home,"Monday: Closed
Tuesday: 11:30 AM – 9:30 PM
Wednesday: 11:30 AM – 9:30 PM
Thursday: 11:30 AM – 9:30 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 9:00 PM",
0755dbdd-e6a1-4e02-8c00-73823d4b44c4,Studio 17 Mens Salon- Tanya Debolt,"1651 Botelho Dr #190, Walnut Creek, CA 94596, USA",,37.8937599,-122.06212649999999,2026-07-18 03:53:23.024445,,,,5.0,0,,False,google_places,,ChIJm1gdm2BhhYAR2th7XBX8PPA,(925) 434-3020,hair_care,http://tanyadebolt.glossgenius.com/,"Monday: 10:00 AM – 3:00 PM
Tuesday: Closed
Wednesday: Closed
Thursday: 9:00 AM – 4:00 PM
Friday: Closed
Saturday: 10:00 AM – 4:00 PM
Sunday: 10:00 AM – 4:00 PM",
07afb76e-a980-4db5-b8d8-220ebc8175c1,Fleming’s Prime Steakhouse & Wine Bar,"1685 Mt Diablo Blvd, Walnut Creek, CA 94596, USA",,37.8970274,-122.0630152,2026-02-05 03:31:32.920155,/static/business_images/6dc424e471db41368869b2778fd389f1.jpg,/static/business_images/33133be0184c4d7a85a22ad87ace3fc4.jpg,,4.5,0,High-end steakhouse chain with aged prime beef & classics such as lobster tails.,False,google_places,,ChIJe5x9W-phhYARDlGMhbA-er8,+1 925-287-0297,restaurant,,,
07f511e2-bd39-457d-85ee-635ec24e7223,Common Core Pilates,"201 N Civic Dr Unit 110, Walnut Creek, CA 94596, USA",,37.910046099999995,-122.05978189999999,2026-07-18 03:53:23.024828,,,,5.0,0,,False,google_places,,ChIJj4mMskBhhYARetcRpy5pIds,(925) 212-2584,gym,http://www.commoncorepilates.com/,"Monday: Closed
Tuesday: 5:30 – 7:30 PM
Wednesday: Closed
Thursday: 5:30 – 7:30 PM
Friday: Closed
Saturday: Closed
Sunday: 8:00 AM – 12:00 PM",
084f0f5c-7db4-48a3-b763-99d4083d11e3,Ozora Sushi Restaurant,"785 Oak Grove Rd, Concord, CA 94518, USA",,37.936938399999995,-122.02464649999997,2026-07-18 02:53:28.927848,,,,4.5,0,Sophisticated sushi house garners raves for its inventive rolls & fare served in a stylish interior.,False,google_places,,ChIJ1bJ75vBghYARHWysXm4oJB0,(925) 691-6009,japanese_restaurant,http://ozora-sushi.com/,"Monday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM
Tuesday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM
Wednesday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM
Thursday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM
Friday: 11:30 AM – 3:00 PM, 5:00 – 11:30 PM
Saturday: 11:30 AM – 3:00 PM, 5:00 – 11:30 PM
Sunday: Closed",
0915ca83-6a5b-4bae-8990-7d7049bcd1b7,Haya Ramen,"35D Crescent Dr, Pleasant Hill, CA 94523, USA",,37.9466137,-122.0617587,2026-07-18 02:53:28.927991,,,,3.8,0,,False,google_places,,ChIJH5g01jhhhYAReDWtrf5rKMk,(925) 849-6171,japanese_restaurant,https://hayaramenpleasanthill.com/,"Monday: 11:30 AM – 9:00 PM
Tuesday: 11:30 AM – 9:00 PM
Wednesday: 11:30 AM – 9:00 PM
Thursday: 11:30 AM – 9:00 PM
Friday: 11:30 AM – 9:30 PM
Saturday: 12:00 – 9:30 PM
Sunday: 12:00 – 9:00 PM",
091ea993-6be5-4f81-ba44-03ad6c594049,Woodhouse Spa - Walnut Creek,"1636 Cypress St, Walnut Creek, CA 94596, USA",,37.8988399,-122.06291829999999,2026-07-17 19:28:30.827532,/static/logos/555c45d652fe48eba27424a14e8dc517.jpg,/static/banners/c87fef67113948b8a32ddf88c6b11138.jpg,,4.7,0,,False,google_places,,ChIJ7S0y6-phhYARtLLQ-N2nJ-w,(925) 448-2222,spa,http://walnutcreek.woodhousespas.com/?utm_source=google&utm_medium=yext,"Monday: 9:30 AM – 6:00 PM
Tuesday: 9:30 AM – 3:15 PM
Wednesday: 9:30 AM – 6:00 PM
Thursday: 9:30 AM – 6:00 PM
Friday: 9:30 AM – 6:00 PM
Saturday: 9:30 AM – 6:00 PM
Sunday: 9:30 AM – 6:00 PM",
09241bd5-bc0f-405b-9a2e-b5bd088dbfb9,Unique Massage Spa,"1952 Mt Diablo Blvd a, Walnut Creek, CA 94596, USA",,37.897606599999996,-122.0677405,2026-07-18 03:53:23.025047,,,,3.0,0,,False,google_places,,ChIJSztgMqZhhYAR0qRXvPkGL38,(925) 988-9088,spa,,"Monday: 10:00 AM – 9:30 PM
Tuesday: 10:00 AM – 9:30 PM
Wednesday: 10:00 AM – 9:30 PM
Thursday: 10:00 AM – 9:30 PM
Friday: 10:00 AM – 9:30 PM
Saturday: 10:00 AM – 9:30 AM
Sunday: 10:00 AM – 9:30 PM",
0944b5e7-1053-470f-b95f-3dab11bee2bc,Aunt Jane's Bakery,"148 Sylvan Rd, Walnut Creek, CA 94596, USA",,37.882038099999995,-122.03292370000001,2026-07-18 03:53:23.025213,,,,,0,,False,google_places,,ChIJa1PS6RGLj4ARuVhEJT9NdbU,,bakery,,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: Closed
Sunday: Closed",
0946f2d7-d127-4e67-a437-cbb521862e05,Salon Textures,"1651 Botelho Dr suite 190 studio 28, Walnut Creek, CA 94596, USA",,37.89389020000001,-122.0620953,2026-02-05 03:31:32.920412,/static/business_images/a4298de55a2649218eeef7c10d72b97a.jpg,,,5.0,0,,False,google_places,,ChIJd7cLYuphhYARoqQ7YYDqbVo,+1 925-325-1253,hair_care,,,
0952b7cb-ed8a-4733-bb03-df266cc7b292,Sichuan House,"2064 Treat Blvd, Walnut Creek, CA 94598, USA",,37.9301374,-122.03962609999999,2026-07-18 02:53:28.927626,,,,4.3,0,Informal Chinese restaurant offering cuisine from the Sichuan province in a strip-mall setting.,False,google_places,,ChIJnc6-7AFhhYARZx2IMXiu-C0,(925) 933-3278,chinese_restaurant,http://sichuanhouse.squarespace.com/,"Monday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Tuesday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Wednesday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Thursday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Friday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Saturday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM
Sunday: 11:00 AM – 3:00 PM, 4:30 – 9:30 PM",
09741dec-b35d-41df-a384-cde720e088e5,European Touch Wellness & Spa,"81 Gregory Ln 315,Level 3, Pleasant Hill, CA 94523, USA",,37.9481849,-122.0609122,2026-07-18 03:53:23.024909,,,,4.7,0,,False,google_places,,ChIJFUs-_jVhhYARIGLul2dzH7E,(925) 677-7221,spa,http://www.europeantouchwellnessandspa.com/,"Monday: 9:00 AM – 7:00 PM
Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 7:00 PM
Saturday: 9:00 AM – 4:00 PM
Sunday: Closed",
0a114379-3f7e-4767-9158-8a9f164103f2,"The Workshop Salon Walnut Creek, CA","2073 Mt Diablo Blvd, Walnut Creek, CA 94596, USA",,37.896485,-122.06912379999999,2026-07-18 03:53:23.024391,,,,5.0,0,,False,google_places,,ChIJkYxmn2RhhYARVUSNpIv45sQ,(925) 217-1200,hair_care,,"Monday: Closed
Tuesday: 10:00 AM – 5:00 PM
Wednesday: 10:00 AM – 5:00 PM
Thursday: 10:00 AM – 5:00 PM
Friday: 10:00 AM – 5:00 PM
Saturday: 10:00 AM – 5:00 PM
Sunday: Closed",
0a3f1de4-f51d-4f7f-84cf-c3f423e8b9f7,Lilly Beauty Medical spa,"130 La Casa Via unit 204 Building 1 floor 2, Walnut Creek, CA 94598, USA",,37.9105681,-122.04248159999999,2026-07-18 03:53:23.024622,,,,4.7,0,,False,google_places,,ChIJJTBeoaZhhYARK0Ocff8Nh4Q,(925) 300-3795,beauty_salon,https://lillybeautyspa.com/,"Monday: 10:00 AM – 6:00 PM
Tuesday: 10:00 AM – 6:00 PM
Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: Closed",
0a4b73c8-ec99-43ca-8f2b-0243985a273c,Sargam Indian Cuisine,"140 N Civic Dr, Walnut Creek, CA 94596, USA",,37.907922,-122.05833700000001,2026-07-18 02:53:28.928056,,,,4.0,0,Casual Indian spot serves classic curry variations with meat-free choices plus a daily lunch buffet.,False,google_places,,ChIJo4u5s71hhYARzBwkFoVADQc,(925) 937-2700,indian_restaurant,https://www.sargamindiancuisine.com/,"Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 10:00 PM",
0a789932-8aa8-4785-a7dc-f60cabbb696b,kibi’s Cafe Walnut Creek,"1981 N Broadway Ste 115, Walnut Creek, CA 94596, USA",,37.9059228,-122.06152290000001,2026-07-18 03:53:23.024263,,,,4.8,0,,False,google_places,,ChIJ9Ro7cPNhhYARdnutoPHa87Q,(925) 320-1361,cafe,http://www.kibiscafe.com/,"Monday: 10:00 AM – 7:00 PM
Tuesday: 10:00 AM – 7:00 PM
Wednesday: 10:00 AM – 7:00 PM
Thursday: 10:00 AM – 7:00 PM
Friday: 10:00 AM – 7:00 PM
Saturday: 11:00 AM – 5:00 PM
Sunday: Closed",
0ae25236-7346-4925-8828-9f19bf141d98,Absolute Perfection,"1222 Boulevard Way, Walnut Creek, CA 94595, USA",,37.8941387,-122.0750359,2026-02-05 03:31:32.920578,/static/business_images/7c995053d5f14785af78fce2e4a60551.jpg,,,3.0,0,,False,google_places,,ChIJAdA_AfNhhYARsJdch36dtEo,+1 925-935-1600,beauty_salon,,,
0b088962-8771-408c-8918-99334f925073,Mr Lucky's,"1527 Locust St, Walnut Creek, CA 94596, USA",,37.9002778,-122.0627778,2026-02-05 03:31:32.920363,/static/business_images/3e383fbc310c4f2caff4e04dca4b6700.jpg,/static/business_images/6a80ed7171b94934a5bc1a8277b400ec.jpg,,4.0,0,Longtime American restaurant & bar serving sandwiches & pub grub alongside draft beers.,False,google_places,,ChIJ04u5NJVhhYARWlI3sJtv8oI,(925) 935-7778,bar,,"Monday: 10:00 AM – 2:00 AM
Tuesday: 10:00 AM – 2:00 AM
Wednesday: 10:00 AM – 2:00 AM
Thursday: 10:00 AM – 2:00 AM
Friday: 10:00 AM – 2:00 AM
Saturday: 10:00 AM – 1:30 AM
Sunday: 10:00 AM – 2:00 AM",
0b75f789-bc19-4a98-915d-71a8e2f34f9b,Sweet Vanilla Bake Shop,"Millfield Pl, Moraga, CA 94556, USA",,37.8133696,-122.11732959999999,2026-07-18 03:53:23.025219,,,,5.0,0,,False,google_places,,ChIJiRctOBuJj4ARRGwMqSGQVd8,,bakery,http://www.sweetvanillabakeshop.com/,,
0b7b9fc4-ff69-4319-bde5-c03a313cf93b,Shabnambeauty,"1607 Oak Park Blvd, Pleasant Hill, CA 94523, USA",,37.9329695,-122.0628338,2026-07-18 03:53:23.024639,,,,5.0,0,,False,google_places,,ChIJ37wE-b1hhYARJhC4SrJkxZk,(510) 776-5049,beauty_salon,,"Monday: 9:30 AM – 5:00 PM
Tuesday: 9:30 AM – 5:00 PM
Wednesday: 9:30 AM – 5:00 PM
Thursday: 9:30 AM – 5:00 PM
Friday: Closed
Saturday: Closed
Sunday: 9:30 AM – 5:00 PM",
0bbb9415-6326-490a-ba5c-1f4a8779094a,NakedMD Med Spa Walnut Creek,"240 La Casa Via #135, Walnut Creek, CA 94598, USA",,37.9092243,-122.037886,2026-07-18 03:53:23.024961,,,,4.9,0,,False,google_places,,ChIJHQOkX2FhhYARkvM-7f5z-k8,(925) 378-3668,spa,https://www.nakedmd.com/pages/med-spa-walnut-creek-ca,"Monday: 9:00 AM – 7:00 PM
Tuesday: 9:00 AM – 7:00 PM
Wednesday: 9:00 AM – 7:00 PM
Thursday: 9:00 AM – 7:00 PM
Friday: 9:00 AM – 6:00 PM
Saturday: 9:00 AM – 6:00 PM
Sunday: Closed",
0be733aa-4430-4247-ac01-405e352c4051,Burma 2,"1616 N Main St, Walnut Creek, CA 94596, USA",,37.9008677,-122.06126850000001,2026-07-18 02:53:28.927183,,,,4.5,0,Classic Burmese dishes & cocktails presented in contemporary surrounds with an open-air patio.,False,google_places,,ChIJySD_2YphhYARvFAmhViCxmA,(925) 261-8580,restaurant,https://www.burma2.com/,"Monday: 11:30 AM – 9:00 PM
Tuesday: 11:30 AM – 9:00 PM
Wednesday: 11:30 AM – 9:00 PM
Thursday: 11:30 AM – 9:00 PM
Friday: 11:30 AM – 10:00 PM
Saturday: 11:30 AM – 10:00 PM
Sunday: 11:30 AM – 9:00 PM",
0c61a5d6-8c45-477e-b624-0be662eb9b84,Habit Burger & Grill,"1255 S California Blvd, Walnut Creek, CA 94596, USA",,37.8952094,-122.0625519,2026-02-05 03:31:32.920148,/static/business_images/5db0ec9c4d5746de8ac33c494a5539e1.jpg,/static/business_images/c3ec0dd79c1648a4b244168910599aa2.jpg,,4.2,0,"Charbroiled burgers star at this fast-food chain also offering deli-type sandwiches, salads & fries.",False,google_places,,ChIJQ9qXJOphhYARWBHSjf9DfMc,+1 925-279-2286,restaurant,,,
