id,business_id,title,description,start_at,end_at,active,estimated_value_per_redemption,cooldown_hours,max_per_day,deal_type,buy_qty,get_qty,repeat_days,percent_off,item_name,fixed_price_cents,min_spend_cents,amount_off_cents,custom_text,image_url,featured_at,created_at,cooldown_minutes,loyalty_redemptions_required,loyalty_reward_description,is_progressive
01019bca-4a03-4360-a9cf-cdf5eb70d600,255e3879-ab72-468a-966f-1e2c8acee29f,"Spend $20, Get $9 Off","Spend $20, Get $9 Off at Mariachi Mexican Grill.",2026-06-16 02:54:07.816186,2026-08-11 02:54:07.816186,True,,10,,SPEND_X_GET_AMOUNT,,,,,,,2017.0,859.0,,,,2026-07-18 02:54:08.031214,,,,False
010bff2e-baf1-48ed-b89b-4c8f8d80fd4e,d8b04f33-6339-45bf-8ab5-174064872297,"Spend $33, Get $8 Off","Spend $33, Get $8 Off at Hair X Helen.",2026-06-25 19:36:19.388666,2026-09-18 19:36:19.388666,True,,24,,SPEND_X_GET_AMOUNT,,,,,,,3298.0,791.0,,,,2026-07-17 19:36:19.561224,,,,False
0117bf0e-b6dd-4b63-bffa-2460b134b507,39cce27a-f0ed-49d2-9aac-3b3c033d5680,31% Off Your Order,31% Off Your Order at Sol y Luna Cocina Mexicana.,2026-05-20 02:54:07.816186,2026-06-08 02:54:07.816186,True,,12,,PERCENT_OFF,,,,31.0,,,,,,,2026-05-20 02:54:07.816186,2026-07-18 02:54:08.030744,,,,False
011d6a94-5ef2-4ca0-89fd-0fed96a43724,b4a626c1-c216-49b9-96ea-8150b72dd285,15% Off Your Order,15% Off Your Order at Mizu Sushi AYCE.,2026-05-30 02:54:07.816186,2026-07-19 02:54:07.816186,True,,22,,PERCENT_OFF,,,,15.0,,,,,,,,2026-07-18 02:54:08.028558,,,,False
012f64ab-7784-4c51-afaa-9a0a5ff78449,43737b9b-4512-4df5-b24d-9ee6178cad91,"Spend $38, Get 11% Off","Spend $38, Get 11% Off at Mary's Cafe.",2026-06-09 03:53:28.667195,2026-07-05 03:53:28.667195,True,,7,,SPEND_X_GET_PERCENT,,,,11.0,,,3829.0,,,,,2026-07-18 03:53:28.838259,,,,False
0132d1e1-83f4-427d-a14d-29e9aba36400,7c770f68-dee5-45a5-b636-252575d05d6e,18% Off Your Order,18% Off Your Order at Tous Les Jours.,2026-05-28 03:53:28.667195,2026-06-18 03:53:28.667195,True,,13,,PERCENT_OFF,,,,18.0,,,,,,,,2026-07-18 03:53:28.844701,,,,False
0137132b-983a-45ad-86af-d9e50a912fdf,d60cc03a-6e80-4436-a5b1-35cf80e4aa48,Weekday Special,Weekday Special at Okini Sushi.,2026-05-25 02:54:07.816186,2026-06-18 02:54:07.816186,True,,2,,STANDARD,,,,,,,,,,,2026-05-25 02:54:07.816186,2026-07-18 02:54:08.029224,,,,False
014b13c0-a225-44a1-bccf-e0ba099988ed,0cfb22c8-54a7-4a7c-89f1-5e24ec00cacd,Classic Order for $12.29,Classic Order for $12.29 at Dragon's Arch.,2026-06-09 19:36:19.388666,2026-09-03 19:36:19.388666,True,,24,,FIXED_PRICE_ITEM,,,,,Classic Order,1229.0,,,,,,2026-07-17 19:36:19.564805,,,,False
0161279f-1a0a-4ffb-94dc-1eb110fc939e,f9a9e6a0-f7b1-4b0a-af69-76c764c9f8f9,"Spend $45, Get $5 Off","Spend $45, Get $5 Off at Mercado del Sol.",2026-05-27 02:54:07.816186,2026-07-16 02:54:07.816186,True,,7,,SPEND_X_GET_AMOUNT,,,,,,,4457.0,520.0,,,,2026-07-18 02:54:08.032230,,,,False
01679fb6-99a8-44db-9f50-e00b3401db9e,ea801af6-43f7-46b3-8e2a-9c641e60a5a3,22% Off Your Order,22% Off Your Order at Taqueria El Molino.,2026-05-22 02:54:07.816186,2026-07-03 02:54:07.816186,True,,19,,PERCENT_OFF,,,,22.0,,,,,,,2026-05-22 02:54:07.816186,2026-07-18 02:54:08.030898,,,,False
016ea487-d62e-4205-8f15-462bf0b73c05,ac32cd0f-6c29-434d-9221-0865b03df4d1,House Special for $12.24,House Special for $12.24 at Rare Byrd Salon.,2026-06-16 02:54:07.816186,2026-08-04 02:54:07.816186,True,,12,,FIXED_PRICE_ITEM,,,,,House Special,1224.0,,,,,,2026-07-18 02:54:08.025944,,,,False
0187b875-e861-46c0-822f-0d8dd53d4e74,9d0ae2d9-b569-4a36-9526-0be4b7f9b91d,Weekday Special,Weekday Special at Pasta Primavera.,2026-07-12 02:54:07.816186,2026-09-25 02:54:07.816186,True,,19,,STANDARD,,,,,,,,,,,,2026-07-18 02:54:08.026643,,,,False
01984129-0406-490b-a815-bd34e35d3429,7c770f68-dee5-45a5-b636-252575d05d6e,House Special for $15.35,House Special for $15.35 at Tous Les Jours.,2026-05-19 03:53:28.667195,2026-07-07 03:53:28.667195,True,,11,,FIXED_PRICE_ITEM,,,,,House Special,1535.0,,,,,2026-05-19 03:53:28.667195,2026-07-18 03:53:28.844707,,,,False
01a58024-83fc-4d7b-91b3-35f9af5e7762,e747d759-aa23-4e9f-90dc-42691a4d8ba3,"Spend $35, Get $4 Off","Spend $35, Get $4 Off at Wence's.",2026-06-23 02:54:07.816186,2026-08-11 02:54:07.816186,True,,4,,SPEND_X_GET_AMOUNT,,,,,,,3469.0,362.0,,,2026-06-23 02:54:07.816186,2026-07-18 02:54:08.023386,,,,False
01dd1145-fda0-46bf-aa12-ec89bf36e6cb,0dab11a3-de7d-442e-9295-1cb2178035f3,"Spend $51, Get $7 Off","Spend $51, Get $7 Off at Manes Salon.",2026-07-07 03:53:28.667195,2026-08-06 03:53:28.667195,True,,23,,SPEND_X_GET_AMOUNT,,,,,,,5059.0,740.0,,,,2026-07-18 03:53:28.839208,,,,False
01e5bc4d-7112-4320-af5a-bea9ad7d03b6,7f14cd9e-e622-4a24-bd5e-edda77827768,Weekday Special,Weekday Special at Round Up Saloon.,2026-06-18 02:54:07.816186,2026-08-12 02:54:07.816186,True,,1,,STANDARD,,,,,,,,,,,,2026-07-18 02:54:08.024708,,,,False
01f59262-a024-4316-86e1-50c7a170c923,1cf93b2d-76ca-4346-8207-b0ed35666654,Weekday Special,Weekday Special at Sola Salons.,2026-06-19 19:36:19.388666,2026-07-19 19:36:19.388666,True,,11,,STANDARD,,,,,,,,,,,2026-06-19 19:36:19.388666,2026-07-17 19:36:19.562989,,,,False
01fa7faf-8f4b-4306-848b-f337ffa8a187,629a282b-61b7-4e32-b434-9462370d5e91,Chef's Pick for $6.83,Chef's Pick for $6.83 at El Talpense Mexican Restaurant.,2026-05-27 02:54:07.816186,2026-08-05 02:54:07.816186,True,,20,,FIXED_PRICE_ITEM,,,,,Chef's Pick,683.0,,,,,,2026-07-18 02:54:08.031452,,,,False
021754de-efad-4dc9-a707-961fb1579683,fe1134b7-26be-4a2f-82ad-033184d2eeff,13% Off Your Order,13% Off Your Order at Madison Reed Hair Color Bar Walnut Creek.,2026-07-17 02:54:07.816186,2026-09-12 02:54:07.816186,True,,22,,PERCENT_OFF,,,,13.0,,,,,,,,2026-07-18 02:54:08.025721,,,,False
021f916b-9088-48d8-9c3b-f1b6c63b5be9,17de7d91-8227-4276-9d99-0eef54468975,Buy 2 Get 1 Free,Buy 2 Get 1 Free at Laser Center of Walnut Creek.,2026-06-29 19:36:19.388666,2026-09-27 19:36:19.388666,True,,4,,BUY_X_GET_Y,2.0,1.0,,,,,,,,,,2026-07-17 19:36:19.560108,,,,False
023d558b-4c29-4eb2-aa94-847ba8fcd8f2,f1d0e182-6760-4b7f-88c0-6aa36902d612,Special Offer,Special Offer at PiddeG - Modern Turkish Cuisine.,2026-07-05 02:54:07.816186,2026-08-19 02:54:07.816186,True,,12,,CUSTOM_TEXT,,,,,,,,,Mention WalkIn for a surprise perk.,,,2026-07-18 02:54:08.022446,,,,False
0246aac9-1cfe-480e-b672-68265149b224,0266f42e-aa61-4079-8a60-08d196542fee,Special Offer,Special Offer at Genji Sushi.,2026-07-17 02:54:07.816186,2026-09-28 02:54:07.816186,True,,4,,CUSTOM_TEXT,,,,,,,,,Ask your server for today's special offer!,,,2026-07-18 02:54:08.029685,,,,False
0257349d-8939-4327-a43f-40ae71cd8aa3,07f511e2-bd39-457d-85ee-635ec24e7223,Special Offer,Special Offer at Common Core Pilates.,2026-06-21 03:53:28.667195,2026-07-19 03:53:28.667195,True,,2,,CUSTOM_TEXT,,,,,,,,,Mention WalkIn for a surprise perk.,,2026-06-21 03:53:28.667195,2026-07-18 03:53:28.842368,,,,False
028ac938-6f89-44dc-a73f-9c68592c8d7f,73771163-e6e1-45f1-bfec-1e40cdedb686,"Spend $18, Get 19% Off","Spend $18, Get 19% Off at Guadalajara Grill.",2026-07-11 02:54:07.816186,2026-09-06 02:54:07.816186,True,,18,,SPEND_X_GET_PERCENT,,,,19.0,,,1768.0,,,,2026-07-11 02:54:07.816186,2026-07-18 02:54:08.031747,,,,False
028fee84-2cdc-42f7-8096-eb1c6d15479b,a7720358-5ddc-49dd-9105-1099233fad97,Buy 1 Get 1 Free,Buy 1 Get 1 Free at Tachi Sushi Bar.,2026-06-22 02:54:07.816186,2026-07-28 02:54:07.816186,True,,10,,BUY_X_GET_Y,1.0,1.0,,,,,,,,,2026-06-22 02:54:07.816186,2026-07-18 02:54:08.029613,,,,False
02bcf9d3-568b-45e7-be0f-7f8919a273d8,d5460ed7-909b-463c-a3e2-dd9363f6c5f0,22% Off Your Order,22% Off Your Order at Lever Coffee.,2026-06-07 19:36:19.388666,2026-07-06 19:36:19.388666,True,,8,,PERCENT_OFF,,,,22.0,,,,,,,,2026-07-17 19:36:19.563516,,,,False
02c94382-f353-457c-a569-7f467639b979,5ed5476e-80f6-4370-8ddf-f4b7498e5af1,"Spend $18, Get 13% Off","Spend $18, Get 13% Off at Karissa B. Walnut Creek Hairstylist.",2026-07-15 03:53:28.667195,2026-10-07 03:53:28.667195,True,,7,,SPEND_X_GET_PERCENT,,,,13.0,,,1819.0,,,,,2026-07-18 03:53:28.840238,,,,False
02ce5b60-7368-4b3b-9250-3c43fc3fd819,261a9a71-dda2-43e4-85a5-f2af5bba13b4,"Spend $40, Get 12% Off","Spend $40, Get 12% Off at Mona's Burgers & Shakes.",2026-07-03 02:54:07.816186,2026-08-22 02:54:07.816186,True,,24,,SPEND_X_GET_PERCENT,,,,12.0,,,4029.0,,,,,2026-07-18 02:54:08.023182,,,,False
02dff877-ba7f-4e77-9c22-9cecb9ace1ab,6247bd88-2d7a-45da-92d1-e3677b566ec4,"Spend $22, Get $6 Off","Spend $22, Get $6 Off at Lucent Aesthetic - Dr. Valerie Schneider.",2026-06-16 19:36:19.388666,2026-09-14 19:36:19.388666,True,,21,,SPEND_X_GET_AMOUNT,,,,,,,2207.0,588.0,,,,2026-07-17 19:36:19.561036,,,,False
02e996e6-bca1-49a2-9cb8-9a3be8f45b73,78cb440e-81e8-409d-b2e2-2430db7d7f7e,Buy 2 Get 2 Free,Buy 2 Get 2 Free at Revive Med Spa - Walnut Creek.,2026-06-19 19:36:19.388666,2026-08-06 19:36:19.388666,True,,7,,BUY_X_GET_Y,2.0,2.0,,,,,,,,,2026-06-19 19:36:19.388666,2026-07-17 19:36:19.562900,,,,False
02f1a2b2-be12-4b68-b035-6faf7d171d03,787a7ab7-fb6a-455b-ad06-f70a0054edac,Special Offer,Special Offer at Taqueria Pueblo Magico.,2026-07-16 02:54:07.816186,2026-09-11 02:54:07.816186,True,,24,,CUSTOM_TEXT,,,,,,,,,Ask your server for today's special offer!,,2026-07-16 02:54:07.816186,2026-07-18 02:54:08.030600,,,,False
02f3730e-2f98-4be5-adeb-5870ae290ff3,b22e828c-c799-410b-a1b2-6aa35acd7b04,15% Off Your Order,15% Off Your Order at [solidcore] Walnut Creek.,2026-07-09 19:36:19.388666,2026-08-26 19:36:19.388666,True,,16,,PERCENT_OFF,,,,15.0,,,,,,,,2026-07-17 19:36:19.562018,,,,False
02f57a7f-4d49-4c22-a5eb-c47e74abcecb,03240dbe-8236-43f2-b935-a02412982059,37% Off Your Order,37% Off Your Order at Casa Gourmet Burritos.,2026-06-23 02:54:07.816186,2026-07-22 02:54:07.816186,True,,14,,PERCENT_OFF,,,,37.0,,,,,,,2026-06-23 02:54:07.816186,2026-07-18 02:54:08.031613,,,,False
0301fe95-5dc9-49b2-bd65-bb9e842d5f02,51beb341-9dd5-4b51-a75b-09b87024c7f0,Weekday Special,Weekday Special at Lumina Day Spa.,2026-06-02 03:53:28.667195,2026-06-25 03:53:28.667195,True,,16,,STANDARD,,,,,,,,,,,,2026-07-18 03:53:28.844488,,,,False
0304e522-a43e-45bd-91fd-817beedd27ba,19c494c7-c4b7-4f0b-9bfc-21ec5c532bd6,38% Off Your Order,38% Off Your Order at Izakaya An Japanese Restaurant.,2026-06-29 02:54:07.816186,2026-07-13 02:54:07.816186,True,,8,,PERCENT_OFF,,,,38.0,,,,,,,,2026-07-18 02:54:08.029067,,,,False
030e9759-e574-493b-a058-a349c30d8321,8bbdb68c-4c86-46a6-8bf7-884b1453395e,Weekday Special,Weekday Special at Kansai Concord.,2026-06-22 02:54:07.816186,2026-07-19 02:54:07.816186,True,,19,,STANDARD,,,,,,,,,,,,2026-07-18 02:54:08.029013,,,,False
0323ff47-4e18-4a5b-8cfc-ad0afacfff77,a8671aeb-8584-4cf8-839e-da88e6ff1d84,Weekday Special,Weekday Special at CorePower Yoga - Walnut Creek.,2026-07-02 19:36:19.388666,2026-09-26 19:36:19.388666,True,,13,,STANDARD,,,,,,,,,,,,2026-07-17 19:36:19.561908,,,,False
0325634f-5fcb-4441-988e-8de92fb4c521,31b8a054-06ba-439a-8446-c42304eeeb15,"Spend $33, Get 18% Off","Spend $33, Get 18% Off at Square Pie Guys.",2026-07-07 02:54:07.816186,2026-10-03 02:54:07.816186,True,,16,,SPEND_X_GET_PERCENT,,,,18.0,,,3311.0,,,,,2026-07-18 02:54:08.023027,,,,False
034438b7-a060-42b2-8792-47970295b5f0,95b4b48f-139d-4d9d-a651-df2990474631,Classic Order for $13.45,Classic Order for $13.45 at The Library Social Club | Wine Bar.,2026-06-22 02:54:07.816186,2026-07-12 02:54:07.816186,True,,12,,FIXED_PRICE_ITEM,,,,,Classic Order,1345.0,,,,,2026-06-22 02:54:07.816186,2026-07-18 02:54:08.023060,,,,False
0367301e-656b-404d-b66b-1411802790e9,1f03a1cc-4493-46fc-8f1c-a5e6bfa5a1e0,Weekday Special,Weekday Special at Andaman Thai Walnut Creek.,2026-06-06 19:36:19.388666,2026-08-08 19:36:19.388666,True,,8,,STANDARD,,,,,,,,,,,,2026-07-17 19:36:19.565493,,,,False
0371c6ad-2fe5-44f8-bd64-f6fda44e7677,8bca3311-b5f9-4d78-ac85-1f527e4c7b16,Weekday Special,Weekday Special at Elements Massage.,2026-07-18 03:53:28.667195,2026-09-10 03:53:28.667195,True,,8,,STANDARD,,,,,,,,,,,2026-07-18 03:53:28.667195,2026-07-18 03:53:28.843063,,,,False
03898868-2f09-4d8f-8649-c19b4ab577ed,ee3c4508-8ebc-4eaa-a4b5-6f76ec501f37,Weekday Special,Weekday Special at Beauty Lounge and Wine Bar.,2026-07-11 03:53:28.667195,2026-09-15 03:53:28.667195,True,,22,,STANDARD,,,,,,,,,,,,2026-07-18 03:53:28.839102,,,,False
038ab3ae-f47b-4218-85f6-5169b1ae1f4e,23eeaefe-5861-4e57-b0e4-ea83e8fc1ce9,"Spend $53, Get $4 Off","Spend $53, Get $4 Off at 675 YV Spa.",2026-06-06 03:53:28.667195,2026-07-19 03:53:28.667195,True,,11,,SPEND_X_GET_AMOUNT,,,,,,,5346.0,421.0,,,,2026-07-18 03:53:28.843211,,,,False
03a10ba5-02d8-4711-a0e3-bd4251986493,6235b51a-dfd1-4fec-8c18-edd6ffcc9394,Special Offer,Special Offer at Pacific Bay Coffee Co..,2026-07-10 19:36:19.388666,2026-08-01 19:36:19.388666,True,,3,,CUSTOM_TEXT,,,,,,,,,Bring a friend and both get a treat.,,,2026-07-17 19:36:19.559391,,,,False
03a15039-f84b-483c-b0a3-52456f90225b,e7775956-1163-46f1-a027-5c90e098be0f,Featured Item for $17.60,Featured Item for $17.60 at Peet's Coffee.,2026-05-18 19:36:19.388666,2026-07-19 19:36:19.388666,True,,6,,FIXED_PRICE_ITEM,,,,,Featured Item,1760.0,,,,,,2026-07-17 19:36:19.558943,,,,False
03a6d3cc-bc83-4627-bfe2-51e617a1e5d2,adf08666-0d7b-4038-bfc1-3464a182530f,Buy 1 Get 1 Free,Buy 1 Get 1 Free at Buckhorn BBQ +GRILL.,2026-07-14 02:54:07.816186,2026-10-06 02:54:07.816186,True,,7,,BUY_X_GET_Y,1.0,1.0,,,,,,,,,2026-07-14 02:54:07.816186,2026-07-18 02:54:08.023402,,,,False
03b10d1d-a8b3-4ccb-8131-e8779d8e382a,3a56b5b8-2bc3-4849-bd5f-0ed069ad01e2,"Spend $52, Get $6 Off","Spend $52, Get $6 Off at Changes Salon & Day Spa.",2026-06-03 19:36:19.388666,2026-07-02 19:36:19.388666,True,,10,,SPEND_X_GET_AMOUNT,,,,,,,5153.0,618.0,,,,2026-07-17 19:36:19.561413,,,,False
03c79ec9-d320-4709-91f2-689a0fed637c,8b481ffe-94a6-4f10-a929-32405782aba8,"Spend $49, Get $8 Off","Spend $49, Get $8 Off at Unwind Hawaii.",2026-06-29 03:53:28.667195,2026-09-21 03:53:28.667195,True,,23,,SPEND_X_GET_AMOUNT,,,,,,,4867.0,824.0,,,,2026-07-18 03:53:28.842643,,,,False
03db0b86-e7cb-471b-9229-cecf30c6f239,ab6c78b4-0b53-4a70-92bd-7f2e3b6bedc5,Buy 3 Get 1 Free,Buy 3 Get 1 Free at Gusto Mio.,2026-05-26 19:36:19.388666,2026-06-20 19:36:19.388666,True,,20,,BUY_X_GET_Y,3.0,1.0,,,,,,,,,,2026-07-17 19:36:19.564075,,,,False
03e3aa58-f78d-4d40-8181-1c543fe233da,72da1e59-21aa-42c1-90a2-de57bc6c956d,Special Offer,Special Offer at SkinSpirit Walnut Creek.,2026-06-16 19:36:19.388666,2026-08-27 19:36:19.388666,True,,2,,CUSTOM_TEXT,,,,,,,,,Ask your server for today's special offer!,,,2026-07-17 19:36:19.562748,,,,False
03f8051b-8e4e-4bb8-86bb-fbda05a69570,762d0137-df71-4b8e-b2dc-224f6e486400,"Spend $31, Get $8 Off","Spend $31, Get $8 Off at Salsa Verde Mexican Cuisine.",2026-06-11 02:54:07.816186,2026-08-12 02:54:07.816186,True,,12,,SPEND_X_GET_AMOUNT,,,,,,,3078.0,806.0,,,,2026-07-18 02:54:08.031712,,,,False
0402aee1-0bb4-4ee6-8a58-ed296d314856,38af9d17-1f2c-48e5-bd5a-28beaabe409c,21% Off Your Order,21% Off Your Order at Le Gateau Elegant.,2026-05-24 03:53:28.667195,2026-06-20 03:53:28.667195,True,,21,,PERCENT_OFF,,,,21.0,,,,,,,2026-05-24 03:53:28.667195,2026-07-18 03:53:28.844662,,,,False
0409f128-17ff-4da1-9db0-9f02a65b2723,072167b0-537a-4336-82d5-f44944e30373,Buy 3 Get 1 Free,Buy 3 Get 1 Free at Oishi japanese restaurant.,2026-07-04 02:54:07.816186,2026-07-29 02:54:07.816186,True,,16,,BUY_X_GET_Y,3.0,1.0,,,,,,,,,2026-07-04 02:54:07.816186,2026-07-18 02:54:08.028761,,,,False
042a8c25-b12a-4353-b807-573519a93bec,c98a3b5b-bf39-4d26-a6aa-6c7095462683,"Spend $22, Get $10 Off","Spend $22, Get $10 Off at Nick The Greek.",2026-07-13 02:54:07.816186,2026-08-30 02:54:07.816186,True,,14,,SPEND_X_GET_AMOUNT,,,,,,,2203.0,990.0,,,,2026-07-18 02:54:08.023588,,,,False
042c3fe7-f50a-4b20-b8b9-9b7baf94c4aa,d6df1c74-1784-446e-b1d8-b982b4139d2c,Special Offer,Special Offer at Massimo Ristorante.,2026-06-16 02:54:07.816186,2026-09-13 02:54:07.816186,True,,4,,CUSTOM_TEXT,,,,,,,,,Show this deal for a free upgrade.,,,2026-07-18 02:54:08.023154,,,,False
04366035-a488-4d53-baea-2c45dea6961f,8b481ffe-94a6-4f10-a929-32405782aba8,Weekday Special,Weekday Special at Unwind Hawaii.,2026-05-20 03:53:28.667195,2026-08-07 03:53:28.667195,True,,6,,STANDARD,,,,,,,,,,,,2026-07-18 03:53:28.842615,,,,False
047741bb-1af5-4067-8fdc-1c21f55a5cbf,96f9d9dd-e6a0-402a-afae-7aad731119e9,"Spend $29, Get 23% Off","Spend $29, Get 23% Off at Stereo41.",2026-06-01 02:54:07.816186,2026-08-24 02:54:07.816186,True,,23,,SPEND_X_GET_PERCENT,,,,23.0,,,2908.0,,,,,2026-07-18 02:54:08.022866,,,,False
047ca0c8-9c2c-44f1-8b0c-42690e0e02d2,da7e5c5d-770a-4dc9-aed6-d4448817f016,Special Offer,Special Offer at Nica Lounge.,2026-07-03 02:54:07.816186,2026-08-24 02:54:07.816186,True,,22,,CUSTOM_TEXT,,,,,,,,,Mention WalkIn for a surprise perk.,,,2026-07-18 02:54:08.024900,,,,False
0489e5fb-5dfa-4dec-bb9a-a153b563a177,7e7dea2d-67bb-432a-ba01-fd98829c1e48,Buy 2 Get 2 Free,Buy 2 Get 2 Free at Pizzalina.,2026-05-21 02:54:07.816186,2026-08-18 02:54:07.816186,True,,23,,BUY_X_GET_Y,2.0,2.0,,,,,,,,,2026-05-21 02:54:07.816186,2026-07-18 02:54:08.026522,,,,False
048d4ede-29fa-43b4-814e-fd262d81147e,8300d79f-8a2c-4d7e-b04e-08a35d08d340,Special Offer,Special Offer at MATSU YAKITORI.,2026-05-20 19:36:19.388666,2026-07-17 19:36:19.388666,True,,8,,CUSTOM_TEXT,,,,,,,,,Mention WalkIn for a surprise perk.,,,2026-07-17 19:36:19.565440,,,,False
0491adcd-9908-4102-b372-dc5c5565f0ad,9c2f64c0-54cc-433b-9971-3890814a1b94,Featured Item for $17.70,Featured Item for $17.70 at Havana Restaurant.,2026-05-23 19:36:19.388666,2026-07-07 19:36:19.388666,True,,23,,FIXED_PRICE_ITEM,,,,,Featured Item,1770.0,,,,,,2026-07-17 19:36:19.558849,,,,False
04a5bde5-7a99-4e56-9d52-ace3c6814187,f1ce3731-2235-48ea-b73a-d128eb70af58,House Special for $4.09,House Special for $4.09 at BODYROK Alamo- Pilates.,2026-05-18 19:36:19.388666,2026-07-10 19:36:19.388666,True,,9,,FIXED_PRICE_ITEM,,,,,House Special,409.0,,,,,,2026-07-17 19:36:19.561978,,,,False
04c1f0e3-2486-405c-a038-989ca8478b77,912934a9-2870-431e-b072-e48a098524bf,"Spend $38, Get 22% Off","Spend $38, Get 22% Off at Tranquility Spa.",2026-06-23 03:53:28.667195,2026-08-06 03:53:28.667195,True,,15,,SPEND_X_GET_PERCENT,,,,22.0,,,3754.0,,,,2026-06-23 03:53:28.667195,2026-07-18 03:53:28.842519,,,,False
